Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Publisher,Date Published,Year Published,Genre,Summary,Number of Pages,Language,ISBN,Physical Location,Google VolumeID
Las ciudades invisibles,,.,77.0,Italo Calvino,"Calvino, Italo",Unidad Editorial,,1999.0,Fiction,,120.0,español,9788481302028.0,Estantería 3.4,c0K1PQAACAAJ
Lazarillo de Tormes,prólogo de Francisco Rico,,,Francisco Rico,"Rico, Francisco",Unidad,,1999.0,,,95.0,español,9788481301861.0,Estantería 3.4,waesOwAACAAJ
"Lestat, el vampiro",Crónicas vampíricas,,,Anne Rice,"Rice, Anne",Planeta DeAgostini,,2009.0,nobility,,708.0,español,9788467470925.0,Estantería 3.4,1VfWMgEACAAJ
Limpieza de sangre / Purity of Blood,,,,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",PRH Grupo Editorial,,1997.0,Fiction,"En esta segunda entrega de Las aventuras del capitán Alatriste, en el azaroso Madrid de Felipe IV, entre lances e intrigas, la trama pondrá en juego la vida de los amigos del capitán, haciendo surgir del pasado los fantasmas de viejos enemigos A punto de incorporarse a su antiguo tercio en Flandes, Diego Alatriste se ve envuelto por mediación de su amigo don Francisco de Quevedo en otra peligrosa aventura. Una mujer ha aparecido estrangulada en una silla de manos frente a la iglesia de San Ginés, con una bolsa de dinero y una nota manuscrita: Para misas por su alma. El enigma se complica con los sucesos misteriosos que ocurren tras las paredes de un convento, cuando Alatriste es contratado para rescatar de allí a una joven novicia. En el azaroso y fascinante Madrid de Felipe IV, entre lances, tabernas, garitos, intrigas y estocadas, la aventura pondrá en juego la vida de los amigos del capitán, haciendo surgir del pasado los fantasmas de viejos enemigos: el pérfido secretario real Luis de Alquézar, el inquisidor fray Emilio Bocanegra y el siniestro espadachín italiano Gualterio Malatesta. La crítica ha dicho:«Excepcional. Demuestra lo entretenida y excitante que puede resultar una aventura histórica». Daily Express«Nos hace disfrutar de un juego inteligente entre historia y ficción». The Times «El argumento se mueve tan rápidamente como el anterior, pero Pérez-Reverte presta aquí más atención al tema del fanatismo religioso, ofreciendo intensas descripciones de la Inquisición y los autos de fe. Un espadachín de nuestro tiempo». Times Literary Supplement«El escritor con agallas ha conseguido un doble milagro. Que los personajes hablen como nosotros y nosotros leamos como ellos hablaban. Larga vida al capitán Alatriste».Manuel Rivas, El País«Nos encontramos ante un relato brillante, con un ritmo vertiginoso, que encantará a aquellos lectores que se hayan guardado un poco de candor y de curiosidad. Había que atreverse a decirlo, pero Arturo Pérez-Reverte es un escritor que manifiesta todas las audacias y que sabe echar sobre el pasado de su país una mirada sin indulgencia# La novela de Arturo Pérez-Reverte es fiel en todo momento a la verdad, reinventa con maestría la novela histórica y se nos hace la boca agua en espera de las futuras aventuras del capitán Alatriste». Albert Bensoussan, Magazine Littéraire ENGLISH DESCRIPTION A woman has been found strangled in front of a local church. On her lap, a bag full of coins and a note ""For masses for her soul."" In a nearby convent for young society ladies, the chaplain is having ""unconventional"" encounters with his novices. Capitán Alatriste will soon discover how these two facts are connected by an entangled net of power, faith, and death.",251.0,español,9788420483597.0,Estantería 3.4,U-geAQAAIAAJ
Línea de fuego,,,,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",Alfaguara,,2020.0,Fiction,"""En la noche del 24 al 25 de julio de 1938, durante la batalla del Ebro, 2.890 hombres y 14 mujeres de la XI Brigada Mixta del ejército de la República cruzan el río para establecer la cabeza de puente de Castellets del Segre, donde combatirán durante diez días. Sin embargo, ni Castellets, ni la XI Brigada, ni las tropas que se le enfrentan en Línea de fuego existieron nunca. Las unidades militares, los lugares y los personajes que en esta novela aparecen son ficticios, aunque no lo sean los hechos ni los nombres reales en que se inspiran. Fue exactamente así como padres, abuelos y familiares de numerosos españoles de hoy combatieron en ambos bandos durante aquellos días y aquellos trágicos años. La batalla del Ebro fue la más dura y sangrienta de cuantas se han librado en nuestro suelo, y sobre ella hay abundante documentación, partes de guerra y testimonios personales. Con todo eso, combinando rigor e invención, el autor más leído de la literatura española actual ha construido, no ya una novela sobre la Guerra Civil, sino una formidable novela de hombres y mujeres en cualquier guerra: un relato ecuánime y fascinante donde se recupera la memoria de nuestros padres y abuelos, que es también nuestra propia historia"" --",682.0,español,9788420454665.0,Estantería 3.4,62rYzQEACAAJ
Los santos inocentes,,.,64.0,Miguel Delibes,"Delibes, Miguel",Unidad,,1999.0,Fiction,"Una familia de campesinos formada por Paco y Régula y sus cuatro hijos, Nieves, Quirce, Rogelio y Charito (la Niña Chica), viven en una humilde casa al servicio de los señores del cortijo, trabajando, obedeciendo y soportando humillaciones sin queja alguna. Su única aspiración es que sus hijos estudien para abandonar la vida que llevan. Charito, su hija mayor, a la que llaman la Niña Chica, es deficiente mental y permanece siempre en una cuna. A la familia pronto se suma Azarías, hermano de Régula, al ser despedido de su trabajo en otro cortijo cercano. Azarías es un inocente con dificultad de expresión y deficiencia mental, cuya única preocupación es la cría de una pequeña grajilla, su milana bonita. La vida en el cortijo sigue la misma rutina de siempre, unos mandan y otros obedecen; acontecimientos familiares, cacerías y fiestas se suceden en la Casa Grande. En una de estas cacerías, el señorito Iván mata con su escopeta al pájaro de Azarías, lo que provoca una respuesta de parte de éste, que acaba ahorcando al señorito. Los santos inocentes constituye una denuncia moral contra el latifundio, la injusticia social que provoca y las consecuencias que tiene sobre la vida de los individuos, la jerarquización brutal de la sociedad que provoca la deshumanización de los menos favorecidos.",187.0,español,9788481301809.0,Estantería 3.4,a4JXAAAACAAJ
Los tipos duros no bailan,,.,80.0,Norman Mailer,"Mailer, Norman","El mundo, Unidad Editorial",,1999.0,Authors,"«Esta brillante novela, tenebrosa y de fuerza sorprendente, narra la historia de Tim Madden, escritor fracasado adicto al bourbon, los cigarrillos y las rubias casquivanas y adineradas en el escenario de arbustos y dunas de Provincetown, cargado de la crudeza y melancolía de la población fuera de temporada. Cuando se cumplen 24 días del abandono de su esposa, Tim Madden amanece con resaca, una acentuada excitación sexual y un nombre del pasado tatuado en rojo en el brazo. Apenas recuerda nada de la noche anterior. De pronto descubre que el asiento del acompañante de su Porsche está empapado de sangre y que, en un bosquecillo cercano, en un rincón semioculto de su escondrijo de marihuana, hay una cabeza rubia cercenada por el cuello.¿Será Madden un asesino? La narración se centra en la violencia física, sexual y emocional mie.",275.0,español,9788481301984.0,Estantería 3.4,4WCYAAAACAAJ
Los viajes de Gulliver,,.,72.0,Jonathan Swift,"Swift, Jonathan",Alianza,,2000.0,,,277.0,español,9788481301915.0,Estantería 3.4,bS2bPwAACAAJ
Melocotones helados,,,,Espido Freire,"Freire, Espido",Ed. Planeta-De Agostini,,2000.0,,,328.0,español,9788439587798.0,Estantería 3.4,RNxTAAAACAAJ
Memorias de Adriano,,.,66.0,Marguerite Yourcenar,"Yourcenar, Marguerite","El mundo, Unidad Editorial",,1999.0,,,237.0,español,9788481301854.0,Estantería 3.4,Guy7AQAACAAJ
Mi Corazon Que Baila Con Espigas,,,,Carmen Rigalt,"Rigalt, Carmen",Planeta-De Agostini,1999/11/01,1999.0,,,232.0,español,9788439583257.0,Estantería 3.4,cWI3HQAACAAJ
Misión En París / Mission in Paris,,,,Arturo Perez-Reverte,"Perez-Reverte, Arturo",Penguin Random House Grupo Editorial,,,Fiction,"VUELVE EL CAPITÁN ALATRISTE La nueva y esperada entrega de la serie de novelas de aventuras que cambió la forma de leer y entender el Siglo de Oro «Me gusta Pérez-Reverte, me recuerda a Dumas y Salgari». -Umberto Eco «Sonaba la medianoche en los relojes de París cuando entraron por la puerta de Saint-Jacques cuatro jinetes tan seguros de sí mismos como el trote firme de sus caballos».  Es medianoche. Íñigo Balboa, que forma parte de los Correos Reales del rey católico, aguarda expectante la llegada del capitán Alatriste, de Francisco de Quevedo y de Sebastián Copons a París, donde se encuentra para entregar unos despachos al conde de Guadalmedina. Hace casi un año que no se reúnen, cuando acabó la arriesgada encomienda que tuvieron que afrontar en Venecia.  Son tiempos complejos para Francia: desde hace unos meses, los hugonotes de La Rochela, con apoyo inglés, están viviendo un duro asedio por parte de las fuerzas francesas a las órdenes del cardenal Richelieu. Por mediación de Quevedo, Alatriste y sus amigos se ven envueltos en una peligrosa misión secreta ideada por el conde-duque de Olivares. Esta vez el objetivo es de tal magnitud, que la aventura a la que se enfrentan podría cambiar para siempre el curso de los acontecimientos.  ENGLISH DESCRIPTION  CAPTAIN ALATRISTE IS BACK.  The latest and long-awaited instalment in the adventure series that changed the way we read and understand the Spanish Golden Age.  ""I like Pérez-Reverte. He reminds me of Dumas and Salgari."" --Umberto Eco  ""It rang midnight around Paris when four riders crossed the Port Saint-Jacques, so sure of themselves, as their horses' trot was firm.""  It is midnight. Íñigo Balboa, part of the Royal Couriers of the Catholic king, awaits impatiently for Captain Alatriste, Francisco de Quevedo, and Sebastián Copons to arrive in Paris, where he is now delivering dispatches to the Count of Guadalmedina. It has been almost a year since they last saw each other, when that risky assignment in Venice came to an end.  These are difficult times for France: it's been months since, with some English support, the Huguenots at La Rochelle endure a terrible siege by French forces under the command of Cardenal Richelieu. By Quevedo's mediation, Alatriste and his friends get involved in a dangerous secret mission planed by the Count-Duke of Olivares. This time, their purpose is of such magnitude, that the adventure ahead of them could potentially change the course of history forever.",360.0,español,9788420479446.0,Estantería 3.4,ROxn0QEACAAJ
Moby Dick,o la ballena blanca,.,74.0,Herman Melville,"Melville, Herman",Unidad Editorial,2001/11/01,2001.0,Fiction,Wonderful hardbound editions of contemporary classics at inexpensive prices.,282.0,español,9788481301922.0,Estantería 3.4,OokePQAACAAJ
Moby Dick,Volumen II,.,74.0,Herman Melville,"Melville, Herman",Bibliotex,2001/11/01,2001.0,Fiction,Wonderful hardbound editions of contemporary classics at inexpensive prices.,278.0,español,9788481301939.0,Estantería 3.4,eiNKPwAACAAJ
Moderato cantabile,,.,85.0,Marguerite Duras,"Duras, Marguerite","El mundo, Unidad Editorial",,1999.0,Reviews,"¿Por qué el grito repentino de una desconocida y la vista de su cuerpo ensangrentado han turbado tanto a Anne Desbaresdes, que es joven y rica, y no tiene otro afecto que el de su hijo ? ¿Por qué vuelve insistentemente al café del puerto, anodino escenario del crimen ? ¿Por qué interroga a un desconocido, testigo él también del asesinato ? El vino que bebe lentamente es el pretexto que lleva a ir siempre más adelante en su investigación y a hablar ella misma siempre más. En realidad, ¿qué busca ? ¿El deseo que mató a la otra y del que ella carece ? ¿La misma muerte en manos del desconcido que la desea, él sí, sin reparo alguno ? En esas lánguidas tardes de estío, inundadas por la cálida luz del sol poniente y los olores agridulces del mar y las magnolias. Anne Desbaresdes se acerca paulatinamente a la clave del enigma.",92.0,español,9788481302110.0,Estantería 3.4,cXJ2PwAACAAJ
Mortal y Rosa,,.,52.0,Francisco Umbral,"Umbral, Francisco","Bibliotex, S.L.",1999/08/01,1999.0,,"«Su autor la define como memoria simultánea y el mundo de la literatura la considera una de los obra maestras del siglo XX. Umbral apresa entre palabras la alegría de un niño, de un hijo, y el dolor de su pérdida, en el que sólo se puede vivir. Su belleza no impide sentir un escalofrío cuando la felicidad se le escapa a uno entre los dedos al pasar la página. Una obra inmortal.»",160.0,español,9788481301694.0,Estantería 3.4,mBOzNQAACAAJ
No digas que fue un sueño,,,,Terenci Moix,"Moix, Terenci",Planeta DeAgostini,,2004.0,,,368.0,español,9788467406627.0,Estantería 3.4,_967AAAACAAJ
Obras completas,,,,Pablo Neruda,"Neruda, Pablo",RBA,,2005.0,,,1279.0,español,9788447341580.0,Estantería 3.4,yA-pswEACAAJ
Odas de Ricardo Reis,,.,96.0,Fernando Pessoa,"Pessoa, Fernando","Bibliotex, S.L.",1999/12/01,1999.0,,,96.0,español,9788481302141.0,Estantería 3.4,5eXxAAAACAAJ
Otra vuelta de tuerca,,.,95.0,Henry James,"James, Henry",El Mundo,,1999.0,,,119.0,español,9788481302189.0,Estantería 3.4,vRiJPQAACAAJ
Por el camino de Swann,en busca del tiempo perdido,.,58.0,Marcel Proust,"Proust, Marcel",El Mundo,,1984.0,,,357.0,español,9788481301724.0,Estantería 3.4,-aJdAAAACAAJ
Prohibido a los nerviosos,,,,Alfred Hitchcock,"Hitchcock, Alfred",Círculo de Lectores,,1989.0,,,408.0,español,9788422627654.0,Estantería 3.4,EZZvAAAACAAJ
Sapiens. De animales a dioses / Sapiens: A Brief History of Humankind,De animales a dioses,,,Yuval Noah Harari,"Harari, Yuval Noah",PRH Grupo Editorial,2016/09/27,2016.0,History,"El libro de no ficción del AÑOUn best seller internacional con más de un millón de ejemplares vendidos.Lúcido e iluminador: la historia de la humanidad en un solo volumen.Este es el fascinante relato de nuestra extraordinaria historia: de simios sin importancia a amos del mundo.¿Cómo logró nuestra especie imponerse en la lucha por la existencia? ¿Por qué nuestros ancestros recolectores se unieron para crear ciudades y reinos? ¿Cómo llegamos a creer en dioses, en naciones o en los derechos humanos; a confiar en el dinero, en los libros o en las leyes? ¿Cómo acabamos sometidos a la burocracia, a los horarios y al consumismo? ¿Y cómo será el mundo en los milenios venideros?En Sapiens. De animales a dioses, Yuval Noah Harari traza una breve historia de la humanidad, desde los primeros humanos que caminaron sobre la Tierra hasta los radicales y a veces devastadores avances de las tres grandes revoluciones que nuestra especie ha protagonizado: la cognitiva, la agrícola y la científica. A partir de hallazgos de disciplinas tan diversas como la biología, la antropología, la paleontología o la economía, Harari explora cómo las grandes corrientes de la historia han modelado nuestra sociedad, los animales y las plantas que nos rodean e incluso nuestras personalidades. ¿Hemos ganado en felicidad a medida que ha avanzado la historia? ¿Seremos capaces de liberar alguna vez nuestra conducta de la herencia del pasado? ¿Podemos hacer algo para influir en los siglos futuros?Audaz, ambicioso y provocador, este libro cuestiona todo lo que creíamos saber sobre el ser humano: nuestros orígenes, nuestras ideas, nuestras acciones, nuestro poder... y nuestro futuro.    • El fuego nos dio poder.    • La conversación hizo posible que cooperáramos.    • La agricultura alimentó nuestra ambición.    • La mitología sostuvo la ley y el orden.    • El dinero ofreció algo en lo que confiar.    • Las contradicciones crearon la cultura.    • La ciencia nos hizo imparables. Reseñas:«Aborda las cuestiones más importantes de la historia y del mundo modernos, y además está escrito con un estilo vívido e inolvidable.»Jared Diamond«Renueva la creencia en la capacidad de decidir de los propios lectores. El éxito más sorprendente y renovador de un libro de no ficción de la última década.»Shmuel Rosner, editor original (Israel)ENGLISH DESCRIPTIONNew York Times BestsellerFrom a renowned historian comes a groundbreaking narrative of humanity's creation and evolution—a #1 international bestseller—that explores the ways in which biology and history have defined us and enhanced our understanding of what it means to be ""human.""One hundred thousand years ago, at least six different species of humans inhabited Earth. Yet today there is only one—homo sapiens. What happened to the others? And what may happen to us?Most books about the history of humanity pursue either a historical or a biological approach, but Dr. Yuval Noah Harari breaks the mold with this highly original book that begins about 70,000 years ago with the appearance of modern cognition. From examining the role evolving humans have played in the global ecosystem to charting the rise of empires, Sapiens integrates history and science to reconsider accepted narratives, connect past developments with contemporary concerns, and examine specific events within the context of larger ideas.Dr. Harari also compels us to look ahead, because over the last few decades humans have begun to bend laws of natural selection that have governed life for the past four billion years. We are acquiring the ability to design not only the world around us, but also ourselves. Where is this leading us, and what do we want to become?Featuring 27 photographs, 6 maps, and 25 illustrations/diagrams, this provocative and insightful work is sure to spark debate and is essential reading for aficionados of Jared Diamond, James Gleick, Matt Ridley, Robert Wright, and Sharon Moalem.",496.0,español,9788499926223.0,Estantería 3.4,QHeREAAAQBAJ
Siete cuentos góticos,,.,93.0,Isak Dinesen,"Dinesen, Isak",Unidad Editorial,,1999.0,English Short stories,,381.0,español,9788481302097.0,Estantería 3.4,jtxXOwAACAAJ
Sueños y discursos,,.,71.0,Francisco de Quevedo,"Quevedo, Francisco de","El mundo, Unidad Editorial",,1999.0,Early works to 1800,,125.0,español,9788481301908.0,Estantería 3.4,4IVKPgAACAAJ
Una habitación con vistas,,.,57.0,Edward Morgan Forster,"Forster, Edward Morgan",Unidad Editorial,,1999.0,,,189.0,español,9788481301755.0,Estantería 3.4,ToaLPwAACAAJ
Una historia de España / A History of Spain,,,,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",PRH Grupo Editorial,2019/07/23,2019.0,Literary Collections,"Por primera vez un volumen reúne la historia de España escrita por Arturo Pérez-Reverte durante más de cuatro años en su columna «Patente de corso» del XL Semanal. Un relato ameno, personal, a ratos irónico, pero siempre único, de nuestra accidentada historia a través de los siglos. Una obra concebida por el autor para, en palabras suyas, «divertirme, releer y disfrutar; un pretexto para mirar atrás desde los tiempos remotos hasta el presente, reflexionar un poco sobre ello y contarlo por escrito de una manera poco ortodoxa.»A lo largo de los 91 capítulos más el epílogo de los que consta el libro, Arturo Pérez-Reverte narra los principales acontecimientos ocurridos desde los orígenes de nuestra historia y hasta el final de la Transición con una mirada subjetiva, construida con las dosis exactas de lecturas, experiencia y sentido común. «La misma mirada con que escribo novelas y artículos -dice el autor-; no la elegí yo, sino que es resultado de todas esas cosas: la visión, ácida más a menudo que dulce, de quien, como dice un personaje de una de mis novelas, sabe que ser lúcido en España aparejó siempre mucha amargura, mucha soledad y mucha desesperanza.».- Arturo Pérez-ReverteENGLISH DESCRIPTIONFor the first time, one volume gathers the history of Spain as written by Arturo Pérez-Reverte over the course of more than four years in his “Patente de corso” (“Carte Blanche”) column for XL Semanal. An entertaining, personal, and sometimes ironic but always unique tale of Spain’s turbulent history throughout the centuries. A work conceptualized by the author to, in his words, “entertain me, re-read and enjoy; a pretext for looking back through time from the very beginning until the present, reflecting a little about it, and telling it in writing in an unorthodox way.”Throughout the 91 chapters plus the epilogue of the book, Arturo Pérez-Reverte narrates the main events from Spain’s origin and up through the end of the Transition with a subjective view, made up of precise measures of reading, experience, and common sense. “The same view with which I write novels and articles,” says the author, “... I didn’t choose it myself; it’s the result of all those things: as one of my novel’s characters says it, it’s the vision, harsh yet frequently sweet, of someone who knows that being lucid in Spain has always entailed bitterness, loneliness, and despair.” -Arturo Pérez-Reverte",256.0,español,9788420438177.0,Estantería 3.4,gmWREAAAQBAJ
Utopía,,,,Tomás Moro (Santo),"(Santo), Tomás Moro",Orbis,,1985.0,,,199.0,español,9788475304786.0,Estantería 3.4,MnYSPwAACAAJ
Viaje a Portugal,,.,98.0,José Saramago,"Saramago, José","Bibliotex, S.L.",1999/12/01,1999.0,Fiction,José Saramago viaja a Portugal y ofrece al lector el auténtico rostro de una tierra inagotable.,416.0,español,9788481302196.0,Estantería 3.4,2BEDAgAACAAJ
Viaje al centro de la tierra,,.,69.0,Jules Verne,"Verne, Jules","El mundo, Unidad Editorial",,1999.0,Fiction,"Un jeroglífico medieval casi indescifrable puede permanecer luengos siglos durmiendo entre las hojas de un libro viejo. Pero, cuando por azar caiga en manos del audaz profesor Otto Lidenbrock de Hamburgo, desencadenará el viaje más espectacular de todo el siglo XIX. El profesor, su sobrino Axel y el impasible Hans verán maravillas en el interior del globo, iluminados por una inmóvil luz incomprensible. Esta novela, la más fantástica, la menos científica, tal vez la mas literaria de Verne, cautivará a los lectores por la intensidad de la narración y por el indefinible misterio que encierra la naturaleza cuando se penetra en ella por los caminos de la imaginación.",199.0,español,9788481301885.0,Estantería 3.4,9vjrOwAACAAJ
Zalacaín el aventurero,,.,73.0,Pío Baroja,"Baroja, Pío",El Mundo,,1999.0,,,191.0,español,9788481301960.0,Estantería 3.4,9pHiGgAACAAJ
Adiós a las armas,,.,7.0,Ernest Hemingway,"Hemingway, Ernest",Unidad,,1999.0,Utopias,,318.0,español,9788481301212.0,Estantería 3.5,SHlIzQEACAAJ
Alicia en el Pais de las Maravillas,,.,34.0,Lewis Carroll,"Carroll, Lewis","El mundo, Unidad Editorial",2001/11/01,2001.0,Juvenile Fiction,"«Pocos libros, antes de ALICIA EN EL PAÍS DE LAS MARAVILLAS, habían demostrado que la realidad lleva asociadas partes invisibles que solo la imaginación puede descubrir. Cuando Lewis Carroll contaba a las hermanitas Liddell las aventuras de Alicia en sus excursiones en barca por el río estaba adentrándose en algo que descubrirá el psicoanálisis del siglo XX: la mente de los niños no está sometida a los prejuicios que la realidad impone a los adultos y puede romper la lógica de lo cotidiano mirando con unos ojos más profundos, los de la mente, y no los de la carne. La imaginación, la ironía y el humor sutil de Alicia devuelve al lector a una especie de paraíso donde el mundo aún no está ordenado según las normas que la vida social hace acatar a todos. Un paraíso regido por la libertad más absoluta, la del sueño.»",394.0,español,9788481301502.0,Estantería 3.5,g4_3PgAACAAJ
Ana Karenina,Volumen I,.,29.0,"Lev Nikolaevič Tolstoj,graf Leo Tolstoy","Tolstoj, Lev Nikolaevič",Unidad Editorial,,1999.0,,,444.0,español,9788481301441.0,Estantería 3.5,F7hCPgAACAAJ
Ana Karenina,Volumen II,.,29.0,"Lev Tolstói,graf Leo Tolstoy","Tolstói, Lev",Unidad Editorial,,1999.0,,,358.0,español,9788481301458.0,Estantería 3.5,BZANKQAACAAJ
Asesinato en el Orient Express,,,,Agatha Christie,"Christie, Agatha",RBA Coleccionables,,2008.0,,,199.0,español,9788447356584.0,Estantería 3.5,oSt6twAACAAJ
Campos de Castilla,,,,Antonio Machado,"Machado, Antonio",Bibliotex,,1999.0,,,126.0,español,9788481301175.0,Estantería 3.5,xnrOPAAACAAJ
Cien años de soledad,,,,Gabriel García Márquez,"Márquez, Gabriel García",Unidad Editorial,,1999.0,,"""Muchos años después, frente al pelotón de fusilamiento, el coronel Aureliano Buendía habia de recordar aquella tarde remota en que su padre lo llevó a conocer el hielo"". Con estas palabras empieza una novela ya legendaria en los anales de la literatura universal, una de las aventuras literarias más fascinantes de nuestro siglo. Millones de ejemplares de ""Cien años de Soledad"" leídos en todas las lenguas y el premio Nobel de Literatura coronando una obra que se había abierto paso ""boca a boca""",320.0,español,9788481301236.0,Estantería 3.5,oZBqwgEACAAJ
Corazón ligero,,,,Antonio Fornés,"Fornés, Antonio",RBA Libros y Publicaciones,2025/02/12,2025.0,Travel,"UN ENSAYO QUE MUESTRA QUE LOS VERDADEROS VIAJEROS PARTEN POR PARTIR, CON EL CORAZÓN LIGERO  ¿En qué consiste la auténtica aventura? No se trata de vivir mil peripecias complejas, sino de hacer algo más simple y radical: salir al camino, pues el camino es, en realidad, la vida. El autor de este libro no pretende simplemente explicarnos mil y una curiosidades exóticas de los sitios que ha visitado, sino que va mucho más allá. Contempla con ojos de filósofo el paisaje físico y humano de cada territorio para abordar cuestiones que trascienden la experiencia viajera. Sus estancias en lugares tan dispares como Kurdistán, Namibia, Irán, Etiopía, India o Nepal se ven enriquecidas con reflexiones sobre la muerte, la intolerancia, la terrible herencia de la colonización o las influencias culturales.  El resultado es una sorprendente amalgama vital, enriquecedora, llena de energía y muy entretenida, que demuestra que los viajes, bien entendidos, son experiencias transformadoras.",224.0,español,9788410980914.0,Estantería 3.5,pZNBEQAAQBAJ
Cuentos de Eva Luna,,,,Isabel Allende,"Allende, Isabel",Plaza & Janés,,1998.0,Fiction,"In this magical bestseller, the story-telling heroine of ""Eva Luna"" returns with a rich treasure trove of tales--two dozen vibrant, enchanting demonstrations of her artistry. Here is the foreign made indelibly familiar by the imagination, the passion, and the eloquence of one of the world's leading writers. Copyright © Libri GmbH. All rights reserved.",246.0,español,9788401423031.0,Estantería 3.5,xiZhTY0F6b8C
Diez negritos,,,,Agatha Christie,"Christie, Agatha",RBA,,2009.0,,,222.0,español,9788447368150.0,Estantería 3.5,pr2XMwEACAAJ
Dioses y héroes de la antigua Grecia,,.,38.0,Robert Graves,"Graves, Robert",Millenium,,1999.0,Greek Gods,,115.0,español,9788481301557.0,Estantería 3.5,cFNPAAAACAAJ
Drácula,,.,14.0,Bram Stoker,"Stoker, Bram",Bibliotex,2001/11/01,2001.0,English literature,,383.0,español,9788481301182.0,Estantería 3.5,acIwQwAACAAJ
El Aleph,,.,49.0,Jorge Luis Borges,"Borges, Jorge Luis",Unidad Editorial,,1999.0,Cuentos,Dieciocho relatos filosóficos y sobrenaturales que componen uno de los hitos de la literatura universal.,118.0,español,9788481301663.0,Estantería 3.5,K2cX0QEACAAJ
El Amante de L. Chaterley,,.,31.0,David Herbert Lawrence,"Lawrence, David Herbert",Unidad Editorial,2002/03/01,2002.0,Fiction,"«Inválido de guerra, Sir Clifford Chatterley y su esposa Connie llevan una existencia acomodada, aparentemente plácida, rodeada de los placeres burgueses de las reuniones sociales y regida por los correctos términos que deben ser propios de todo buen matrimonio. Connie, sin embargo, no puede evitar sentir un vacío vital. La irrupción en su vida de Mellors, el guardabosque de la mansión familiar, la pondrá en contacto con las energías más primarias e instintivas y relacionadas con la vida. La fuerte corriente relacionada con la energía sexual que recorre casi toda la obra de D. H. Lawrence encuentra una de sus máximas expresiones en EL AMANTE DE LADY CHATTERLEY novela que se vio envuelta en la polémica y el escándalo desde el momento de su aparición.»",382.0,español,9788481301489.0,Estantería 3.5,FkgpAAAACAAJ
El asesinato en[sic] de Roger Ackroyd,,,,Agatha Christie,"Christie, Agatha",RBA,,2008.0,,"Mrs. Ferrari ha muerto vc̕tima de una sobredosis de somnf̕eros. Hace un aǫ, su marido muri ̤al parecer de una gastritis aguda. Caroline Sheppard, la hermana del mďico del pueblo, sospecha que fue envenenado. Poco despuš, Roger Ackroyd, el terrateniente de la villa, aparece muerto con una daga tunecina clavada en la espalda.?Estarǹ las tres muertes relacionadas?",219.0,español,9788447356614.0,Estantería 3.5,XOGBswEACAAJ
EL CAMINO DE LOS REYES (EL ARCHIVO DE LAS TORMENTAS 1),,,,Brandon Sanderson,"Sanderson, Brandon",Ediciones B,2015/07/01,2015.0,New York Times Bestseller,"El camino de los reyes es el primer volumen de «El Archivo de las Tormentas», el resultado de más de una década de construcción y escritura de universos, convertido en una obra maestra de la fantasía contemporánea en diez volúmenes. Con ella, Brandon Sanderson se postula como el autor del género que más lectores está ganando en todo el mundo. Anhelo los días previos a la Última Desolación. Los días en que los Heraldos nos abandonaron y los Caballeros Radiantes se giraron en nuestra contra. Un tiempo en que aún había magia en el mundo y honor en el corazón de los hombres. El mundo fue nuestro, pero lo perdimos. Probablemente no hay nada más estimulante para las almas de los hombres que la victoria. ¿O tal vez fue la victoria una ilusión durante todo ese tiempo? ¿Comprendieron nuestros enemigos que cuanto más duramente luchaban, más resistíamos nosotros? Quizá vieron que el fuego y el martillo tan solo producían mejores espadas. Pero ignoraron el acero durante el tiempo suficiente para oxidarse. Hay cuatro personas a las que observamos. La primera es el médico, quien dejó de curar para convertirse en soldado durante la guerra más brutal de nuestro tiempo. La segunda es el asesino, un homicida que llora siempre que mata. La tercera es la mentirosa, una joven que viste un manto de erudita sobre un corazón de ladrona. Por último está el alto príncipe, un guerrero que mira al pasado mientras languidece su sed de guerra. El mundo puede cambiar. La potenciación y el uso de las esquirlas pueden aparecer de nuevo, la magia de los días pasados puede volver a ser nuestra. Esas cuatro personas son la clave. Una de ellas nos redimirá. Y una de ellas nos destruirá. Reseñas: «Brandon Sanderson es una leyenda.» Alexelcapo, @EvilAFM «Me encantó este libro. ¿Qué más hay que decir?» Patrick Rothfuss «Es raro que un escritor de ficción comprenda tan bien cómo funciona el liderazgo y cómo el amor echa raíces en el corazón humano. Sanderson es sorprendentemente sabio.» Orson Scott Card «Los fans de la fantasía épica esperarán ansiosamente la publicación del siguiente volumen de la serie.» Library Journal",1200.0,español,9788466657662.0,Estantería 3.5,cGj7sgEACAAJ
