Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Publisher,Date Published,Year Published,Genre,Summary,Number of Pages,Language,ISBN,Physical Location,Google VolumeID
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Trafalgar La corre de Carlos IV,Primera,1.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,2008/01/01,2008.0,Histórico,,208.0,,9788467028430.0,,
Las mujeres de Héctor,,,,Adelaida García Morales,"Morales, Adelaida García",Editorial Anagrama,,,Fiction,,153.0,español,9788433909671.0,,r8FdAAAAMAAJ
Cielo en llamas 5,,,,Robert Jordan,"Jordan, Robert",Ediciones Minotauro,2020/03/01,2020.0,Fantasy,"Por su calidad literaria, su ambicioso planteamiento y su descomunal historia, La Rueda del Tiempo es la saga de fantasía más importante de los últimos treinta añosRand aguarda en Rhuidean, la ciudad hasta entonces prohibida, a que se unan todos los clanes de los Aiel, pero la actitud del jefe de los Shaido puede obligar a Rand a cambiar de planes. En la corte de Caemlyn, Morgase tiene que enfrentarse a la realidad de una traición inesperada, mientras la Torre Blanca se convierte en un nido de intrigas y maquinaciones. Elaida, ascendida a Sede Amyrlin, pretende capturar al Dragón Renacido para mantenerlo a salvo hasta el momento .",992.0,español,9788445007044.0,Biblioteca Daniel Alonso Cano,UMkazgEACAAJ
El ascenso de la sombra 4,,,,Robert Jordan,"Jordan, Robert",Minotauro,2020/03/01,2020.0,Fiction,,1056.0,español,9788445007037.0,Biblioteca Daniel Alonso Cano,GDhIzgEACAAJ
El camino de dagas,,,,Robert Jordan,"Jordan, Robert",Minotauro,2020/10/01,2020.0,Fantasy fiction,,608.0,español,9788445007075.0,Biblioteca Daniel Alonso Cano,OXDCzgEACAAJ
El corazón del invierno,,,,Robert Jordan,"Jordan, Robert",Minotauro,,2021.0,Magic,"Tras el ataque en el Palacio del Sol, Rand viaja con Min dejando pistas falsas a sus enemigos. En Cairhien, Cadsuane continúa preparando la estrategia para la Última Batalla.Perrin organiza el rescate de Faile, que está prisionera del septiar de Sevanna, y en Tar Valon se suceden las intrigas de la Torre Blanca. Los seanchan han conquistado Ebou Dar y Mat se encuentra atrapado allí, junto a sus compañeros. Rand se dirige a Far Madding, la ciudad donde el Poder no surte efecto. Allí espera enfrentarse a los Asha'man renegados, condición que considera necesaria para limpiar el Saidin de la infección del Oscuro.",640.0,español,9788445007082.0,Biblioteca Daniel Alonso Cano,hOqqzgEACAAJ
El Dragón Renacido 3,,,,Robert Jordan,"Jordan, Robert",Minotauro,,2020.0,Fantasy fiction,"Rand, acosado por inquietantes sueños sobre una espada de cristal, decide abandonar a sus compañeros tras un ataque de Engendros de la Sombra y se encamina hacia Tear para descubrir quién es realmente. Mientras tanto, las tres jóvenes aspirantes a Aes Sedai viajan con Mat hacia Tar Valon para ingresar como novicias en la Torre Blanca, donde esperan que las hermanas sanen a Mat de la extraña enfermedad que padece. Poco tiempo después, la Amyrlin les encomienda una peligrosa misión. . .Por su calidad literaria, su ambicioso planteamiento y su descomunal historia, La Rueda del Tiempo es la saga de fantasía más importante de los últimos treinta años. El lector que inicie el camino junto a Rand, Mat y Perrin no podrá abandonar el viaje hasta su incierto y sorprendente final.",688.0,español,9788445007020.0,Biblioteca Daniel Alonso Cano,Nw-PzQEACAAJ
El ojo del mundo 1 : la rueda del tiempo,,,,Robert Jordan,"Jordan, Robert",Minotauro,2019/10/01,2019.0,,"La vida de Rand Al'Thor y sus amigos en Campo de Emond ha resultado bastante monótona hasta que una joven misteriosa llega al pueblo. Moraine, una maga capaz de encauzar el Poder Único, anuncia el despertar de una terrible amenaza. Esa misma noche, el pueblo se ve atacado por espantosos trollocs sedientos de sangre, unas bestias semihumanas que hasta entonces se habían considerado una leyenda. Mientras Campo de Emond soporta la ofensiva, Moraine y su guardián ayudan a Rand y a sus amigos a escapar.",832.0,español,9788445007006.0,Biblioteca Daniel Alonso Cano,VzHQzQEACAAJ
El Señor del Caos 6,El Señor del Caos,,,Robert Jordan,"Jordan, Robert",Minotauro,2020/05/01,2020.0,Fantasy fiction,"Rand se esfuerza por unir a las naciones para combatir al Oscuro al tiempo que se ve obligado a sortear las trampas que los Renegados tienden a la desprevenida raza humana. Pero además tiene que enfrentarse a los Hijos de la Luz, cuyo capitán general se propone desprestigiarlo para dirigir él mismo la batalla contra la Sombra y sus huestes. Por su parte, las Aes Sedai, tanto las que siguen fieles a la Torre Blanca como las rebeldes, buscan a Rand para ofrecerle su apoyo, aunque éste sospecha que su verdadera intención es usarlo para sus propios fines. Por su calidad literaria, su ambicioso planteamiento y su descomunal historia, La Rueda del Tiempo es la saga de fantasía más importante de los últimos treinta años. El lector que inicie el camino junto a Rand, Mat y Perrin no podrá abandonar el viaje hasta su incierto y sorprendente final. Amazon prepara su adaptación como serie de TV.",1136.0,español,9788445007051.0,Biblioteca Daniel Alonso Cano,iNtdzgEACAAJ
La corona de espadas,La Corona de Espadas,,,Robert Jordan,"Jordan, Robert",Ediciones Minotauro,2020/09/01,2020.0,Fantasy fiction,,768.0,español,9788445007068.0,Biblioteca Daniel Alonso Cano,1ot8zgEACAAJ
La gran cacería,,,,Robert Jordan,"Jordan, Robert",Minotauro,2019/11/01,2019.0,,"Reeditamos la clásica serie de fantasía La Rueda del Tiempo.¡Rand ha sobrevivido a su primer enfrentamiento con los perversos seguidores del Oscuro, pero ni sus amigos ni él están a salvo, ya que el señor del mal ha liberado a los Renegados, mientras los héroes de todas las eras se levantan de la tumba cuando el Cuerno de Valere los saca de su sueño. Al verse obligado a enfrentarse a las fuerzas de la oscuridad, Rand decide escapar de su destino.Pero la profecía tiene que cumplirse.Por su calidad literaria, su ambicioso planteamiento y su descomunal historia, La Rueda del Tiempo es la saga de fantasía más importante de los últimos treinta años. El lector que inicie el camino junto a Rand, Mat y Perrin no podrá abandonar el viaje hasta su incierto y sorprendente final.",720.0,español,9788445007013.0,Biblioteca Daniel Alonso Cano,mHx5zQEACAAJ
El caballo y el muchacho,,,,"C. S. Lewis,Gemma Gallart","Lewis, C. S.",Destino,2005/03/01,2005.0,Juvenile Fiction,"En un viaje desesperado dos fugitivos se encuentran y, con la ayuda de Aslan, aúnan sus fuerzas no sólo para huir sino también para evitar la conspiración que se cierne sobre el rey Archenland. Pero una batalla terrible decidirá su destino y también el de Narnia. Tercera aventura de Las crónicas de Narnia, un clásico de la literatura juvenil, que ha creado escuela en el género fantástico.",280.0,español,9788408057048.0,Estantería 1.1,kMH7AAAACAAJ
El color de la magia,,,,Terry Pratchett,"Pratchett, Terry",DEBOLSILLO,2003/04/01,2003.0,Literary Collections,En esta serie de novelas se dan cita todos los temas y situaciones del género fantástico.,288.0,español,9788497596794.0,Estantería 1.1,6xQ6SgAACAAJ
El desquite,los años de Aznar (1996-2000),,,Pedro J. Ramírez,"Ramírez, Pedro J.",La Esfera de los Libros,,2004.0,Biography & Autobiography,,654.0,español,9788497341813.0,Estantería 1.1,jQNlAAAAMAAJ
El Iniciado,,,,Louise Cooper,"Cooper, Louise",Círculo de Lectores,,1990.0,,,364.0,español,9788422633457.0,Estantería 1.1,WoAZSQAACAAJ
"El León, la bruja y el armario",,,,Clive Staples Lewis,"Lewis, Clive Staples",Círculo de Lectores,,2005.0,the Blitz,"Journeys to the end of the world, fantastic creatures, and epic battles between good and evil -- what more could any reader ask for in one book? The book that has it all is The Lion, the Witch and the Wardrobe, written in 1949 by Clive Staples Lewis. But Lewis did not stop there. Six more books followed, and together they became known as The Chronicles of Narnia. For the past fifty years, The Chronicles of Narnia have transcended the fantasy genre to become part of the canon of classic literature. Each of the seven books is a masterpiece, drawing the reader into a land where magic meets reality, and the result is a fictional world whose scope has fascinated generations.",236.0,español,9788467215076.0,Estantería 1.1,-QL7zwEACAAJ
El Loco de Dios en el Fin Del Mundo / God's Madman at the End of the World,,,,Javier Cercas,"Cercas, Javier",Penguin Random House Grupo Editorial,2025/06/03,2025.0,Fiction,"El loco de Dios en el fin del mundo es el libro de un escritor en plenitud, que logra convertir una propuesta muy peculiar en un libro magistral.  «El gran novelista español». -Garth Risk Hallberg, The New York Times  «El incontestable jefe de filas de su generación de escritores hispanohablantes[...]. Uno de los escritores más importantes de nuestro tiempo». -Olivier Mony, Sud-Ouest  «Soy ateo. Soy anticlerical. Soy un laicista militante, un racionalista contumaz, un impío riguroso. Pero aquí me tienen, volando en dirección a Mongolia con el anciano vicario de Cristo en la Tierra, dispuesto a interrogarle sobre la resurrección de la carne y la vida eterna. Para eso me he embarcado en este avión: para preguntarle al papa Francisco si mi madre verá a mi padre más allá de la muerte, y para llevarle a mi madre su respuesta. He aquí un loco sin Dios persiguiendo al loco de Dios hasta el fin del mundo».  Este es el arranque fulgurante de este libro único, que nadie había tenido la oportunidad de escribir, entre otras razones porque el Vaticano jamás le había abierto de par en par sus puertas a un escritor. Pero, además de único, este es un libro de plenitud, donde su autor logra convertir una propuesta insólita en un relato propio y magistral: un thriller sobre el mayor misterio de la historia de la Humanidad. Con esta novela sin ficción, Javier Cercas vuelve a su línea más personal, en la que logra enlazar sus obsesiones íntimas con una de las preocupaciones fundamentales de la sociedad actual: el papel en la vida humana de lo espiritual y lo transcendente, el lugar en ella de la religión y el ansia de inmortalidad.  ENGLISH DESCRIPTION  Javier Cercas is an author at the peak of his talent, turning a singular idea into a masterful piece of writing.  ""The great Spanish novelist."" Garth Risk Hallberg, The New York Times  ""I'm an atheist. I'm anticlerical. I am militantly secular, a stubborn rationalist, a committed unbeliever. But here I am, flying to Mongolia with the Vicar of Christ on earth, preparing to question him about the resurrection of the flesh and eternal life. This why I'm on board this plane: to ask Pope Francis if my mother will see my father in the afterlife and report his answer back to her. That's how a godless lunatic like me ended up following God's shepherd to the ends of the earth.""  This is the unexpected origin of a one-of-a-kind book, not least because the Vatican has never given a writer this kind of access before. In El loco de Dios en el fin del mundo, Javier Cercas manages to turn an unusual premise into a masterful and very personal project: a thriller about the greatest mystery in human history. In this non-fiction novel, Cercas interweaves his personal obsessions with some of the fundamental issues facing contemporary society: the role of spirituality and mysticism, religion, and the quest for immortality in human life.",448.0,español,9788439745297.0,Estantería 1.1,NV4W0QEACAAJ
El Proscrito,,,,Louise Cooper,"Cooper, Louise",Círculo de Lectores,,1991.0,,,367.0,español,9788422636199.0,Estantería 1.1,xu4WSQAACAAJ
El Rescate,,,,Kathryn Lasky,"Lasky, Kathryn",Círculo de Lectores,,2010.0,Fantasy,,211.0,español,9788467241792.0,Estantería 1.1,YOoeygAACAAJ
El trono de fuego / The Throne of Fire,,,,Rick Riordan,"Riordan, Rick",PRH Grupo Editorial,2019/07/23,2019.0,Juvenile Fiction,"Quedan solo cinco días para que una gran serpiente engulla el sol y destruya el mundo. Después, todo se volverá oscuridad...Si alguien ha pensado que pertenecer a una familia de faraones es un chollo, que hablen conmigo o con mi hermana Sadie. Sin tiempo para reponernos de nuestra aventura en la Pirámide Roja, Amos y Bast acaban de encomendarnos otra de sus misiones exprés: despertar a Ra, el primer y más poderoso rey de los dioses. Dicho así, parece fácil, ¿verdad? Pero el problema es que nadie sabe dónde está, porque hace miles de años se retiró a los cielos y no se ha vuelto a saber de él. ¡Ah!, se me olvidaba, tenemos que darnos prisa porque Ra es el único que puede enfrentarse a Apofis -también conocida como «serpiente del caos»-, que está a punto de salir de la cárcel, y entonces... entonces será demasiado tarde.ENGLISH DESCRIPTIONIf you haven't yet read the Kane Chronicles, Rick Riordan's action-adventure trilogy based on Ancient Egyptian mythology, don't miss this paperback edition with new cover art and a Percy Jackson-Kane Chronicles crossover story, ""The Staff of Serapis.""Ever since the gods of Ancient Egypt were unleashed in the modern world, Carter Kane and his sister, Sadie, have been in trouble. As descendants of the House of Life, the Kanes have some powers at their command; but the devious gods haven't given them time to master their skills at Brooklyn House, a training ground for young magicians. And now their most threatening enemy yet--the Chaos snake, Apophis--is rising. If they don't prevent him from breaking free in a few days' time, the world will end. In other words, it's a typical week for the Kane family.To have any chance of battling the forces of Chaos, the Kanes must revive the sun god, Ra. But that would be a feat more difficult than any magician has ever accomplished. First they have to search the world for the Book of Ra, then they have to learn how to chant its spells. Oh, and did we mention that no one knows where Ra is, exactly?Narrated by two different wisecracking voices, featuring a large cast of new and unforgettable characters, and with adventures spanning the globe, this second installment of the Kane Chronicles is nothing short of a thrill ride.",416.0,español,9788484418771.0,Estantería 1.1,kHGREAAAQBAJ
El Viaje,,,,Kathryn Lasky,"Lasky, Kathryn",Círculo de Lectores,,2010.0,Digger (Fictitious character),,233.0,español,9788467241785.0,Estantería 1.1,TyrbXwAACAAJ
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,El 9 de marzo y el 2 de mayo,Primera,2.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,2013.0,Histórico,,,español,9788467028447.0,Estantería 1.1,
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Napoleón en Chamartín. Zaragoza,Primera,3.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,2008.0,Histórico,,384.0,español,9788467028454.0,Estantería 1.1,ZWKUwgEACAAJ
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Gerona. Cádiz,Primera,4.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,2008.0,,,384.0,español,9788467028461.0,Estantería 1.1,-MnJwgEACAAJ
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Juan Martín el empecinado. La batalla de los Arapiles,Primera,5.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,2013.0,Histórico,,337.0,español,9788467028478.0,Estantería 1.1,qDaUQwAACAAJ
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,El equipaje del rey José. Memorias de un cortesano de 1815,Segunda,6.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,,208.0,,9788467028485.0,Estantería 1.1,
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,El Grande Oriente,Segunda,7.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,2008.0,Histórico,,384.0,español,9788467028492.0,Estantería 1.1,TzOWAgAAQBAJ
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Zumalacárregui. Mendizabal,Tercera,11.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,2013/04/04,2013.0,Histórico,,160.0,español,9788467028539.0,Estantería 1.1,U2jK3q_uNQ0C
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,El 7 de julio. Los cien mil hijos de San Luis,Segunda,8.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,2013/06/04,2013.0,Histórico,,184.0,,9788467028508.0,Estantería 1.1,
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,El terror de 1824. Un voluntario realista,Segunda,9.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,2013/04/04,2013.0,Histórico,,384.0,español,9788467028515.0,Estantería 1.1,yz2UzwEACAAJ
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Los apostólicos. Un faccioso más y algunos frailes menos.,Segunda,10.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,2013/04/04,2013.0,Histórico,,200.0,español,9788467028522.0,Estantería 1.1,CqBvETgZzakC
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,De Oñate a la granja. Luchana,Tercera,12.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,"Los Episodios nacionales son una serie de 46 novelas históricas escritas por Benito Pérez Galdós entre 1872 y 1912.
Su objetivo era narrar de forma novelada la historia de España desde la batalla de Trafalgar (1805) hasta la Restauración borbónica (1874).

Galdós mezcla personajes ficticios (jóvenes protagonistas que crecen y cambian) con personajes históricos reales (reyes, militares, políticos), creando una especie de “novela histórica nacional” muy viva y accesible.

⸻

🔖 Organización

La obra está dividida en cinco series:
	1.	Primera serie (1805-1814):
	•	Desde Trafalgar hasta la entrada de Fernando VII en Madrid.
	•	Tema central: la Guerra de la Independencia contra Napoleón.
	•	Protagonista recurrente: Gabriel de Araceli, un joven gaditano.
	2.	Segunda serie (1814-1833):
	•	El reinado de Fernando VII, el absolutismo y los conflictos liberales.
	•	Aparece Salvador Monsalud, héroe liberal.
	3.	Tercera serie (1833-1846):
	•	Guerras carlistas y regencias de María Cristina y Espartero.
	•	Gran protagonismo de los conflictos civiles.
	4.	Cuarta serie (1846-1868):
	•	Década moderada, reinado de Isabel II y revolución de 1868 (La Gloriosa).
	•	Narra el deterioro de la monarquía isabelina.
	5.	Quinta serie (1868-1874):
	•	El Sexenio Revolucionario: gobierno provisional, Amadeo de Saboya, Primera República y restauración de Alfonso XII.
	•	Refleja la inestabilidad y las tensiones sociales.",160.0,español,9788467028546.0,Estantería 1.1,UqtMc0IdpnMC
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,La campaña del Maestrazgo. La estafeta romántica,Tercera,13.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,"Los Episodios nacionales son una serie de 46 novelas históricas escritas por Benito Pérez Galdós entre 1872 y 1912.
Su objetivo era narrar de forma novelada la historia de España desde la batalla de Trafalgar (1805) hasta la Restauración borbónica (1874).

Galdós mezcla personajes ficticios (jóvenes protagonistas que crecen y cambian) con personajes históricos reales (reyes, militares, políticos), creando una especie de “novela histórica nacional” muy viva y accesible.

⸻

🔖 Organización

La obra está dividida en cinco series:
	1.	Primera serie (1805-1814):
	•	Desde Trafalgar hasta la entrada de Fernando VII en Madrid.
	•	Tema central: la Guerra de la Independencia contra Napoleón.
	•	Protagonista recurrente: Gabriel de Araceli, un joven gaditano.
	2.	Segunda serie (1814-1833):
	•	El reinado de Fernando VII, el absolutismo y los conflictos liberales.
	•	Aparece Salvador Monsalud, héroe liberal.
	3.	Tercera serie (1833-1846):
	•	Guerras carlistas y regencias de María Cristina y Espartero.
	•	Gran protagonismo de los conflictos civiles.
	4.	Cuarta serie (1846-1868):
	•	Década moderada, reinado de Isabel II y revolución de 1868 (La Gloriosa).
	•	Narra el deterioro de la monarquía isabelina.
	5.	Quinta serie (1868-1874):
	•	El Sexenio Revolucionario: gobierno provisional, Amadeo de Saboya, Primera República y restauración de Alfonso XII.
	•	Refleja la inestabilidad y las tensiones sociales.",160.0,español,9788467028553.0,Estantería 1.1,fxCfmTMXJzUC
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Vergara. Montes de Oca,Tercera,14.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,"Los Episodios nacionales son una serie de 46 novelas históricas escritas por Benito Pérez Galdós entre 1872 y 1912.
Su objetivo era narrar de forma novelada la historia de España desde la batalla de Trafalgar (1805) hasta la Restauración borbónica (1874).

Galdós mezcla personajes ficticios (jóvenes protagonistas que crecen y cambian) con personajes históricos reales (reyes, militares, políticos), creando una especie de “novela histórica nacional” muy viva y accesible.

⸻

🔖 Organización

La obra está dividida en cinco series:
	1.	Primera serie (1805-1814):
	•	Desde Trafalgar hasta la entrada de Fernando VII en Madrid.
	•	Tema central: la Guerra de la Independencia contra Napoleón.
	•	Protagonista recurrente: Gabriel de Araceli, un joven gaditano.
	2.	Segunda serie (1814-1833):
	•	El reinado de Fernando VII, el absolutismo y los conflictos liberales.
	•	Aparece Salvador Monsalud, héroe liberal.
	3.	Tercera serie (1833-1846):
	•	Guerras carlistas y regencias de María Cristina y Espartero.
	•	Gran protagonismo de los conflictos civiles.
	4.	Cuarta serie (1846-1868):
	•	Década moderada, reinado de Isabel II y revolución de 1868 (La Gloriosa).
	•	Narra el deterioro de la monarquía isabelina.
	5.	Quinta serie (1868-1874):
	•	El Sexenio Revolucionario: gobierno provisional, Amadeo de Saboya, Primera República y restauración de Alfonso XII.
	•	Refleja la inestabilidad y las tensiones sociales.",176.0,español,9788467028560.0,Estantería 1.1,06UbbGJEqu4C
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Los ayacuchos. Bodas reales,Cuarta,15.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,"Los Episodios nacionales son una serie de 46 novelas históricas escritas por Benito Pérez Galdós entre 1872 y 1912.
Su objetivo era narrar de forma novelada la historia de España desde la batalla de Trafalgar (1805) hasta la Restauración borbónica (1874).

Galdós mezcla personajes ficticios (jóvenes protagonistas que crecen y cambian) con personajes históricos reales (reyes, militares, políticos), creando una especie de “novela histórica nacional” muy viva y accesible.

⸻

🔖 Organización

La obra está dividida en cinco series:
	1.	Primera serie (1805-1814):
	•	Desde Trafalgar hasta la entrada de Fernando VII en Madrid.
	•	Tema central: la Guerra de la Independencia contra Napoleón.
	•	Protagonista recurrente: Gabriel de Araceli, un joven gaditano.
	2.	Segunda serie (1814-1833):
	•	El reinado de Fernando VII, el absolutismo y los conflictos liberales.
	•	Aparece Salvador Monsalud, héroe liberal.
	3.	Tercera serie (1833-1846):
	•	Guerras carlistas y regencias de María Cristina y Espartero.
	•	Gran protagonismo de los conflictos civiles.
	4.	Cuarta serie (1846-1868):
	•	Década moderada, reinado de Isabel II y revolución de 1868 (La Gloriosa).
	•	Narra el deterioro de la monarquía isabelina.
	5.	Quinta serie (1868-1874):
	•	El Sexenio Revolucionario: gobierno provisional, Amadeo de Saboya, Primera República y restauración de Alfonso XII.
	•	Refleja la inestabilidad y las tensiones sociales.",268.0,español,9788467028577.0,Estantería 1.1,F3g43E7-UmcC
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Las tormentas del 48. Narváez,Cuarta,16.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,"Los Episodios nacionales son una serie de 46 novelas históricas escritas por Benito Pérez Galdós entre 1872 y 1912.
Su objetivo era narrar de forma novelada la historia de España desde la batalla de Trafalgar (1805) hasta la Restauración borbónica (1874).

Galdós mezcla personajes ficticios (jóvenes protagonistas que crecen y cambian) con personajes históricos reales (reyes, militares, políticos), creando una especie de “novela histórica nacional” muy viva y accesible.

⸻

🔖 Organización

La obra está dividida en cinco series:
	1.	Primera serie (1805-1814):
	•	Desde Trafalgar hasta la entrada de Fernando VII en Madrid.
	•	Tema central: la Guerra de la Independencia contra Napoleón.
	•	Protagonista recurrente: Gabriel de Araceli, un joven gaditano.
	2.	Segunda serie (1814-1833):
	•	El reinado de Fernando VII, el absolutismo y los conflictos liberales.
	•	Aparece Salvador Monsalud, héroe liberal.
	3.	Tercera serie (1833-1846):
	•	Guerras carlistas y regencias de María Cristina y Espartero.
	•	Gran protagonismo de los conflictos civiles.
	4.	Cuarta serie (1846-1868):
	•	Década moderada, reinado de Isabel II y revolución de 1868 (La Gloriosa).
	•	Narra el deterioro de la monarquía isabelina.
	5.	Quinta serie (1868-1874):
	•	El Sexenio Revolucionario: gobierno provisional, Amadeo de Saboya, Primera República y restauración de Alfonso XII.
	•	Refleja la inestabilidad y las tensiones sociales.",172.0,español,9788467028584.0,Estantería 1.1,P8NNsNK29HMC
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Los duendes de la camarilla. La revolución de julio,Cuarta,17.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,"Los Episodios nacionales son una serie de 46 novelas históricas escritas por Benito Pérez Galdós entre 1872 y 1912.
Su objetivo era narrar de forma novelada la historia de España desde la batalla de Trafalgar (1805) hasta la Restauración borbónica (1874).

Galdós mezcla personajes ficticios (jóvenes protagonistas que crecen y cambian) con personajes históricos reales (reyes, militares, políticos), creando una especie de “novela histórica nacional” muy viva y accesible.

⸻

🔖 Organización

La obra está dividida en cinco series:
	1.	Primera serie (1805-1814):
	•	Desde Trafalgar hasta la entrada de Fernando VII en Madrid.
	•	Tema central: la Guerra de la Independencia contra Napoleón.
	•	Protagonista recurrente: Gabriel de Araceli, un joven gaditano.
	2.	Segunda serie (1814-1833):
	•	El reinado de Fernando VII, el absolutismo y los conflictos liberales.
	•	Aparece Salvador Monsalud, héroe liberal.
	3.	Tercera serie (1833-1846):
	•	Guerras carlistas y regencias de María Cristina y Espartero.
	•	Gran protagonismo de los conflictos civiles.
	4.	Cuarta serie (1846-1868):
	•	Década moderada, reinado de Isabel II y revolución de 1868 (La Gloriosa).
	•	Narra el deterioro de la monarquía isabelina.
	5.	Quinta serie (1868-1874):
	•	El Sexenio Revolucionario: gobierno provisional, Amadeo de Saboya, Primera República y restauración de Alfonso XII.
	•	Refleja la inestabilidad y las tensiones sociales.",248.0,español,9788467028591.0,Estantería 1.1,EfzXcnuDeQIC
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,O’Donnell. Aita Tettauen,Cuarta,18.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,"Los Episodios nacionales son una serie de 46 novelas históricas escritas por Benito Pérez Galdós entre 1872 y 1912.
Su objetivo era narrar de forma novelada la historia de España desde la batalla de Trafalgar (1805) hasta la Restauración borbónica (1874).

Galdós mezcla personajes ficticios (jóvenes protagonistas que crecen y cambian) con personajes históricos reales (reyes, militares, políticos), creando una especie de “novela histórica nacional” muy viva y accesible.

⸻

🔖 Organización

La obra está dividida en cinco series:
	1.	Primera serie (1805-1814):
	•	Desde Trafalgar hasta la entrada de Fernando VII en Madrid.
	•	Tema central: la Guerra de la Independencia contra Napoleón.
	•	Protagonista recurrente: Gabriel de Araceli, un joven gaditano.
	2.	Segunda serie (1814-1833):
	•	El reinado de Fernando VII, el absolutismo y los conflictos liberales.
	•	Aparece Salvador Monsalud, héroe liberal.
	3.	Tercera serie (1833-1846):
	•	Guerras carlistas y regencias de María Cristina y Espartero.
	•	Gran protagonismo de los conflictos civiles.
	4.	Cuarta serie (1846-1868):
	•	Década moderada, reinado de Isabel II y revolución de 1868 (La Gloriosa).
	•	Narra el deterioro de la monarquía isabelina.
	5.	Quinta serie (1868-1874):
	•	El Sexenio Revolucionario: gobierno provisional, Amadeo de Saboya, Primera República y restauración de Alfonso XII.
	•	Refleja la inestabilidad y las tensiones sociales.",256.0,español,9788467028607.0,Estantería 1.1,EBeoZ7wmkkgC
